DATETIME,COUNTRY,EVENTS,ACTUAL,CONSENSUS,FORECAST,TIER
2025-01-15 19:30:00-05:00,AU,Employment ChangeDEC,56.3K,15K,25.1K,2.0
2025-01-15 19:30:00-05:00,AU,Part Time Employment ChgDEC,80K,,,3.0
2025-01-15 19:30:00-05:00,AU,Unemployment RateDEC,4%,4%,3.9%,1.0
2025-01-15 19:30:00-05:00,AU,Full Time Employment ChgDEC,-23.7K,,,2.0
2025-01-15 20:00:00-05:00,KR,Interest Rate Decision,3%,2.75%,2.75%,2.0
2025-01-15 22:35:00-05:00,JP,20-Year JGB Auction,1.983%,,,3.0
2025-01-15 22:35:00-05:00,OP,OPEC Monthly Report,,,,3.0
2025-01-15 22:35:00-05:00,JP,52-Week Bill Auction,0.5429%,,,3.0
2025-01-16 00:00:00-05:00,SG,6-Month T-Bill Auction,2.99%,,,3.0
2025-01-16 02:00:00-05:00,GB,Balance of TradeNOV,£-4.76B,,£-3.9B,3.0
2025-01-16 02:00:00-05:00,GB,GDP YoYNOV,1%,1.3%,1.5%,1.0
2025-01-16 02:00:00-05:00,GB,Manufacturing Production YoYNOV,-1.2%,-0.4%,-0.4%,3.0
2025-01-16 02:00:00-05:00,DE,Harmonised Inflation Rate MoM FinalDEC,0.7%,0.7%,0.7%,3.0
2025-01-16 02:00:00-05:00,GB,Construction Output YoYNOV,0.2%,0.1%,0.3%,3.0
2025-01-16 02:00:00-05:00,GB,Goods Trade BalanceNOV,£-19.31B,£-17.9B,£-17.0B,2.0
2025-01-16 02:00:00-05:00,GB,Industrial Production YoYNOV,-1.8%,-1%,-0.5%,3.0
2025-01-16 02:00:00-05:00,DE,Inflation Rate MoM FinalDEC,0.5%,0.4%,0.4%,2.0
2025-01-16 02:00:00-05:00,DE,Inflation Rate YoY FinalDEC,2.6%,2.6%,2.6%,2.0
2025-01-16 02:00:00-05:00,GB,Goods Trade Balance Non-EUNOV,£-7.72B,,£-6.8B,2.0
2025-01-16 02:00:00-05:00,GB,GDP MoMNOV,0.1%,0.2%,0.1%,1.0
2025-01-16 02:00:00-05:00,DE,Harmonised Inflation Rate YoY FinalDEC,2.8%,2.8%,2.8%,3.0
2025-01-16 02:00:00-05:00,GB,Industrial Production MoMNOV,-0.4%,0.1%,0.2%,2.0
2025-01-16 02:00:00-05:00,GB,Manufacturing Production MoMNOV,-0.3%,0%,0.1%,2.0
2025-01-16 02:00:00-05:00,GB,GDP 3-Month AvgNOV,0%,0%,0.1%,2.0
2025-01-16 04:00:00-05:00,IT,Harmonised Inflation Rate YoY FinalDEC,1.4%,1.4%,1.4%,3.0
2025-01-16 04:00:00-05:00,IT,Inflation Rate MoM FinalDEC,0.1%,0.1%,0.1%,2.0
2025-01-16 04:00:00-05:00,IT,Harmonised Inflation Rate MoM FinalDEC,0.1%,0.1%,0.1%,3.0
2025-01-16 04:00:00-05:00,IT,Inflation Rate YoY FinalDEC,1.3%,1.3%,1.3%,2.0
2025-01-16 04:30:00-05:00,GB,BoE Credit Conditions Survey,,,,3.0
2025-01-16 04:40:00-05:00,ES,25-Year Obligacion Auction,3.727%,,,3.0
2025-01-16 04:40:00-05:00,ES,12-Year Obligacion Auction,3.452%,,,3.0
2025-01-16 04:40:00-05:00,ES,5-Year Bonos Auction,2.763%,,,3.0
2025-01-16 05:00:00-05:00,EA,Balance of TradeNOV,€16.4B,€8.5B,€7.8B,2.0
2025-01-16 05:00:00-05:00,IT,Balance of TradeNOV,€4.218B,€4.5B,€3.2B,2.0
2025-01-16 06:30:00-05:00,TR,Foreign Exchange ReservesJAN/10,$94.43B,,,3.0
2025-01-16 07:00:00-05:00,BR,IBC-BR Economic ActivityNOV,0.1%,0%,-0.1%,3.0
2025-01-16 07:30:00-05:00,EA,ECB Monetary Policy Meeting Accounts,,,,2.0
2025-01-16 08:00:00-05:00,GB,NIESR Monthly GDP TrackerDEC,0%,,0.1%,3.0
2025-01-16 08:15:00-05:00,CA,Housing StartsDEC,231.5K,245K,240.0K,2.0
2025-01-16 08:30:00-05:00,US,Philadelphia Fed Manufacturing IndexJAN,44.3,-5,-10,2.0
2025-01-16 08:30:00-05:00,US,Philly Fed EmploymentJAN,11.9,,,3.0
2025-01-16 08:30:00-05:00,US,Export Prices MoMDEC,0.3%,0.2%,0.5%,2.0
2025-01-16 08:30:00-05:00,US,Jobless Claims 4-week AverageJAN/11,212.75K,,215.0K,3.0
2025-01-16 08:30:00-05:00,US,Initial Jobless ClaimsJAN/11,217K,210K,209.0K,2.0
2025-01-16 08:30:00-05:00,US,Export Prices YoYDEC,1.8%,,1.9%,3.0
2025-01-16 08:30:00-05:00,US,Import Prices YoYDEC,2.2%,2.1%,1.6%,3.0
2025-01-16 08:30:00-05:00,US,Retail Sales Ex Autos MoMDEC,0.4%,0.4%,0.4%,2.0
2025-01-16 08:30:00-05:00,US,Retail Sales MoMDEC,0.4%,0.6%,0.5%,1.0
2025-01-16 08:30:00-05:00,US,Philly Fed New OrdersJAN,42.9,,,3.0
2025-01-16 08:30:00-05:00,US,Continuing Jobless ClaimsJAN/04,1859K,1870K,1870.0K,3.0
2025-01-16 08:30:00-05:00,US,Philly Fed Business ConditionsJAN,46.3,,,3.0
2025-01-16 08:30:00-05:00,US,Retail Sales Ex Gas/Autos MoMDEC,0.3%,0.4%,0.4%,3.0
2025-01-16 08:30:00-05:00,US,Retail Sales YoYDEC,3.9%,,4.0%,3.0
2025-01-16 08:30:00-05:00,US,Philly Fed Prices PaidJAN,31.90,,,3.0
2025-01-16 08:30:00-05:00,US,Import Prices MoMDEC,0.1%,0.1%,0.1%,2.0
2025-01-16 08:30:00-05:00,US,Philly Fed CAPEX IndexJAN,39.00,,,3.0
2025-01-16 10:00:00-05:00,US,NAHB Housing Market IndexJAN,47,45,45,2.0
2025-01-16 10:00:00-05:00,US,Business Inventories MoMNOV,0.1%,0.1%,0.4%,2.0
2025-01-16 10:00:00-05:00,US,Retail Inventories Ex Autos MoMNOV,0.5%,0.6%,0.4%,3.0
2025-01-16 10:30:00-05:00,US,EIA Natural Gas Stocks ChangeJAN/10,-258Bcf,-255Bcf,,3.0
2025-01-16 11:30:00-05:00,US,8-Week Bill Auction,4.235%,,,3.0
2025-01-16 11:30:00-05:00,US,4-Week Bill Auction,4.240%,,,3.0
2025-01-16 12:00:00-05:00,BR,Business ConfidenceJAN,49.1,,49.8,2.0
2025-01-16 12:00:00-05:00,US,15-Year Mortgage RateJAN/16,6.27%,,,3.0
2025-01-16 12:00:00-05:00,US,30-Year Mortgage RateJAN/16,7.04%,,,3.0
2025-01-16 12:00:00-05:00,FR,New Car Registrations YoYDEC,1.5%,,-11.5%,3.0
2025-01-16 12:45:00-05:00,CA,BoC Gravelle Speech,,,,2.0
2025-01-16 16:30:00-05:00,US,Fed Balance SheetJAN/15,$6.83T,,,3.0
2025-01-16 18:50:00-05:00,JP,Foreign Bond InvestmentJAN/11,¥756.7B,,,3.0
2025-01-16 18:50:00-05:00,JP,Stock Investment by ForeignersJAN/11,¥313.3B,,,3.0
2025-01-16 19:30:00-05:00,SG,Non-Oil Exports YoYDEC,9%,7.4%,7.5%,3.0
2025-01-16 19:30:00-05:00,SG,Non-Oil Exports MoMDEC,1.7%,,1.2%,3.0
2025-01-16 20:00:00-05:00,SG,Balance of TradeDEC,$3.85B,,$ 3.6B,3.0
2025-01-16 20:30:00-05:00,CN,House Price Index YoYDEC,-5.3%,,-5.8%,2.0
2025-01-16 21:00:00-05:00,CN,Fixed Asset Investment (YTD) YoYDEC,3.2%,3.3%,3.2%,2.0
2025-01-16 21:00:00-05:00,CN,Industrial Capacity UtilizationQ4,76.2%,,75.3%,3.0
2025-01-16 21:00:00-05:00,CN,GDP Growth Rate YoYQ4,5.4%,5%,5%,1.0
2025-01-16 21:00:00-05:00,CN,Industrial Production YoYDEC,6.2%,5.4%,5.5%,1.0
2025-01-16 21:00:00-05:00,CN,Unemployment RateDEC,5.1%,5%,5.00%,3.0
2025-01-16 21:00:00-05:00,CN,GDP Growth Rate QoQQ4,1.6%,1.6%,1.6%,2.0
2025-01-16 21:00:00-05:00,CN,Retail Sales YoYDEC,3.7%,3.5%,3.2%,1.0
2025-01-16 22:35:00-05:00,JP,3-Month Bill Auction,0.3544%,,,3.0
2025-01-17 00:00:00-05:00,KR,50-Year KTB Auction,2.570%,,,3.0
2025-01-17 02:00:00-05:00,GB,Retail Sales ex Fuel MoMDEC,-0.6%,0.1%,0.2%,3.0
2025-01-17 02:00:00-05:00,GB,Retail Sales ex Fuel YoYDEC,2.9%,3.6%,3.7%,3.0
2025-01-17 02:00:00-05:00,GB,Retail Sales MoMDEC,-0.3%,0.4%,0.2%,1.0
2025-01-17 02:00:00-05:00,GB,Retail Sales YoYDEC,3.6%,4.2%,4.1%,2.0
2025-01-17 04:00:00-05:00,EA,Current Account s.aNOV,€27B,€28B,,3.0
2025-01-17 04:00:00-05:00,EA,Current AccountNOV,€34.6B,,€33.0B,3.0
2025-01-17 04:15:00-05:00,CN,FDI (YTD) YoYDEC,-27.1%,,-27.2%,2.0
2025-01-17 05:00:00-05:00,EA,Core Inflation Rate YoY FinalDEC,2.7%,2.7%,2.8%,3.0
2025-01-17 05:00:00-05:00,EA,CPI FinalDEC,127.07,127.08,127.08,3.0
2025-01-17 05:00:00-05:00,IT,Current AccountNOV,€-332M,,€2900.0M,3.0
2025-01-17 05:00:00-05:00,DE,Bundesbank Nagel Speech,,,,3.0
2025-01-17 05:00:00-05:00,EA,Inflation Rate MoM FinalDEC,0.4%,0.4%,0.4%,3.0
2025-01-17 05:00:00-05:00,EA,Inflation Rate YoY FinalDEC,2.4%,2.4%,2.4%,2.0
2025-01-17 06:00:00-05:00,EA,ECB Cipollone Speech,,,,3.0
2025-01-17 06:30:00-05:00,IN,Deposit Growth YoYJAN/03,9.8%,,,3.0
2025-01-17 06:30:00-05:00,IN,Foreign Exchange ReservesJAN/10,$625.87B,,,3.0
2025-01-17 06:30:00-05:00,IN,Bank Loan Growth YoYJAN/03,11.2%,,,3.0
2025-01-17 08:30:00-05:00,US,Building Permits PrelDEC,1.483M,1.46M,1.48M,1.0
2025-01-17 08:30:00-05:00,US,Building Permits MoM PrelDEC,-0.7%,,-0.9%,2.0
2025-01-17 08:30:00-05:00,CA,Foreign Securities Purchases by CanadiansNOV,C$17.85B,,,3.0
2025-01-17 08:30:00-05:00,CA,Foreign Securities PurchasesNOV,C$16.4B,C$14.5B,,3.0
2025-01-17 08:30:00-05:00,US,Housing StartsDEC,1.499M,1.32M,1.32M,1.0
2025-01-17 08:30:00-05:00,US,Housing Starts MoMDEC,15.8%,,2%,2.0
2025-01-17 09:00:00-05:00,IF,IMF/World Economic Outlook,,,,2.0
2025-01-17 09:15:00-05:00,US,Capacity UtilizationDEC,77.6%,77%,76.9%,3.0
2025-01-17 09:15:00-05:00,US,Manufacturing Production YoYDEC,0%,,-0.7%,3.0
2025-01-17 09:15:00-05:00,US,Industrial Production YoYDEC,0.5%,,-0.5%,3.0
2025-01-17 09:15:00-05:00,US,Industrial Production MoMDEC,0.9%,0.3%,0.1%,2.0
2025-01-17 09:15:00-05:00,US,Manufacturing Production MoMDEC,0.6%,0.2%,0.4%,3.0
2025-01-17 13:00:00-05:00,US,Baker Hughes Total Rigs CountJAN/17,580,,,3.0
2025-01-17 13:00:00-05:00,US,Baker Hughes Oil Rig CountJAN/17,478,,,3.0
2025-01-17 16:00:00-05:00,US,Foreign Bond InvestmentNOV,$-15.8B,,,3.0
2025-01-17 16:00:00-05:00,US,Overall Net Capital FlowsNOV,$159.9B,,,3.0
2025-01-17 16:00:00-05:00,US,Net Long-term TIC FlowsNOV,$79B,$159.9B,,2.0
2025-01-19 18:50:00-05:00,JP,Machinery Orders MoMNOV,3.4%,-0.4%,0.3%,2.0
2025-01-19 18:50:00-05:00,JP,Machinery Orders YoYNOV,10.3%,5.6%,5%,2.0
2025-01-19 20:15:00-05:00,CN,Loan Prime Rate 5YJAN,3.6%,3.6%,3.6%,2.0
2025-01-19 20:15:00-05:00,CN,Loan Prime Rate 1Y,3.1%,3.1%,3.1%,2.0
2025-01-19 23:30:00-05:00,JP,Capacity Utilization MoMNOV,-1.9%,,0.2%,3.0
2025-01-19 23:30:00-05:00,JP,Tertiary Industry Index MoMNOV,-0.3%,0.1%,0.1%,3.0
2025-01-19 23:30:00-05:00,JP,Industrial Production YoY FinalNOV,-2.7%,,-2.8%,3.0
2025-01-19 23:30:00-05:00,JP,Industrial Production MoM FinalNOV,-2.2%,-2.3%,-2.3%,3.0
2025-01-19 23:30:00-05:00,EA,Eurogroup Meeting,,,,3.0
2025-01-20 00:00:00-05:00,KR,10-Year KTB Auction,2.840%,,,3.0
2025-01-20 02:00:00-05:00,DE,PPI YoYDEC,0.8%,1.1%,1%,3.0
2025-01-20 02:00:00-05:00,DE,PPI MoMDEC,-0.1%,0.3%,0.4%,2.0
2025-01-20 04:00:00-05:00,ES,Balance of TradeNOV,€-5.13B,,€-4.2B,2.0
2025-01-20 04:15:00-05:00,IT,Construction Output YoYNOV,3.6%,,3.3%,3.0
2025-01-20 05:00:00-05:00,EA,Construction Output YoYNOV,1.4%,,0.6%,3.0
2025-01-20 08:00:00-05:00,RU,Balance of TradeNOV,$6.02B,,$9.5B,3.0
2025-01-20 09:00:00-05:00,FR,6-Month BTF Auction,2.532%,,,3.0
2025-01-20 09:00:00-05:00,FR,3-Month BTF Auction,2.633%,,,3.0
2025-01-20 09:00:00-05:00,FR,12-Month BTF Auction,2.408%,,,3.0
2025-01-20 09:30:00-05:00,TR,Central Government DebtDEC,TRY9.251T,,TRY 9.0T,3.0
2025-01-20 10:30:00-05:00,CA,BoC Business Outlook Survey,,,,2.0
2025-01-20 14:00:00-05:00,AR,Balance of TradeDEC,$1666M,$900M,$ 1463M,3.0
2025-01-20 16:00:00-05:00,KR,PPI MoMDEC,0.3%,,0.2%,3.0
2025-01-20 16:00:00-05:00,KR,PPI YoYDEC,1.7%,,1.5%,3.0
2025-01-20 22:35:00-05:00,US,Inauguration Day,,,,3.0
2025-01-20 22:35:00-05:00,EA,ECOFIN Meeting,,,,3.0
2025-01-20 22:35:00-05:00,JP,40-Year JGB Auction,2.570%,,,3.0
2025-01-21 00:00:00-05:00,SG,MAS 12-Week Bill Auction,3.07%,,,3.0
2025-01-21 00:00:00-05:00,SG,MAS 4-Week Bill Auction,3.1%,,,3.0
2025-01-21 00:15:00-05:00,EU,New Car Registrations YoYDEC,5.1%,,-2.2%,2.0
2025-01-21 02:00:00-05:00,GB,HMRC Payrolls ChangeDEC,-47K,,-20.0K,3.0
2025-01-21 02:00:00-05:00,GB,Average Earnings excl. Bonus (3Mo/Yr)NOV,5.6%,5.5%,5.4%,3.0
2025-01-21 02:00:00-05:00,GB,Employment ChangeNOV,36K,35K,40.0K,2.0
2025-01-21 02:00:00-05:00,GB,Average Earnings incl. Bonus (3Mo/Yr)NOV,5.6%,5.6%,5.5%,2.0
2025-01-21 02:00:00-05:00,GB,Claimant Count ChangeDEC,0.7K,10.3K,15.0K,3.0
2025-01-21 02:00:00-05:00,GB,Unemployment RateNOV,4.4%,4.3%,4.3%,1.0
2025-01-21 04:30:00-05:00,ZA,Mining Production MoMNOV,-0.2%,,2.0%,3.0
2025-01-21 04:30:00-05:00,ZA,Mining Production YoYNOV,-0.9%,,-3.5%,3.0
2025-01-21 04:30:00-05:00,ZA,Gold Production YoYNOV,-11.5%,,-3.0%,3.0
2025-01-21 05:00:00-05:00,DE,ZEW Economic Sentiment IndexJAN,10.3,15.3,14,1.0
2025-01-21 05:00:00-05:00,EA,ZEW Economic Sentiment IndexJAN,18.0,16.9,16,2.0
2025-01-21 05:00:00-05:00,DE,ZEW Current ConditionsJAN,-90.4,-93,-94,3.0
2025-01-21 05:30:00-05:00,DE,10-Year Bund/g Auction,2.16%,,,3.0
2025-01-21 05:30:00-05:00,DE,5-Year Bund/g Auction,2.02%,,,3.0
2025-01-21 07:00:00-05:00,MX,Retail Sales MoMNOV,-0.1%,0.3%,0.2%,3.0
2025-01-21 07:00:00-05:00,MX,Retail Sales YoYNOV,-1.9%,-1.2%,-0.4%,3.0
2025-01-21 08:00:00-05:00,RU,Current AccountQ4,$4.8B,,$ 10B,3.0
2025-01-21 08:30:00-05:00,CA,Core Inflation Rate YoYDEC,1.8%,,1.5%,2.0
2025-01-21 08:30:00-05:00,CA,Inflation Rate MoMDEC,-0.4%,-0.4%,-0.4%,2.0
2025-01-21 08:30:00-05:00,CA,CPI Trimmed-Mean YoYDEC,2.5%,2.5%,2.6%,3.0
2025-01-21 08:30:00-05:00,CA,CPI Median YoYDEC,2.4%,2.4%,2.5%,3.0
2025-01-21 08:30:00-05:00,CA,Inflation Rate YoYDEC,1.8%,1.9%,1.8%,1.0
2025-01-21 08:30:00-05:00,CA,Core Inflation Rate MoMDEC,-0.3%,,-0.1%,3.0
2025-01-21 11:30:00-05:00,US,3-Month Bill Auction,4.215%,,,3.0
2025-01-21 11:30:00-05:00,US,6-Month Bill Auction,4.165%,,,3.0
2025-01-21 13:00:00-05:00,US,52-Week Bill Auction,4.025%,,,3.0
2025-01-21 13:00:00-05:00,US,42-Day Bill Auction,4.250%,,,3.0
2025-01-21 16:00:00-05:00,KR,Consumer ConfidenceJAN,91.2,,90,2.0
2025-01-21 19:00:00-05:00,AU,Westpac Leading Index MoMDEC,0%,,0.4%,3.0
2025-01-22 02:00:00-05:00,GB,Public Sector Net Borrowing Ex BanksDEC,£-17.81B,£ -14.1B,£ -11.3B,3.0
2025-01-22 03:00:00-05:00,ZA,Inflation Rate YoYDEC,3%,3.2%,3.1%,2.0
2025-01-22 03:00:00-05:00,ZA,Core Inflation Rate MoMDEC,0%,,0.2%,3.0
2025-01-22 03:00:00-05:00,ZA,Core Inflation Rate YoYDEC,3.6%,,4.3%,3.0
2025-01-22 03:00:00-05:00,ZA,Inflation Rate MoMDEC,0.1%,,0.4%,2.0
2025-01-22 05:30:00-05:00,DE,15-Year Bund Auction,2.74%,,,3.0
2025-01-22 06:00:00-05:00,ZA,Retail Sales MoMNOV,0.8%,,0.8%,3.0
2025-01-22 06:00:00-05:00,ZA,Retail Sales YoYNOV,7.7%,5.5%,4.0%,3.0
2025-01-22 06:10:00-05:00,EU,3-Month Bill Auction,2.615%,,,3.0
2025-01-22 06:10:00-05:00,EU,6-Month Bill Auction,2.505%,,,3.0
2025-01-22 06:30:00-05:00,IN,M3 Money Supply YoYJAN/10,10.1%,,,3.0
2025-01-22 07:00:00-05:00,US,MBA 30-Year Mortgage RateJAN/17,7.02%,,,2.0
2025-01-22 07:00:00-05:00,US,MBA Mortgage Refinance IndexJAN/17,558.8,,,3.0
2025-01-22 07:00:00-05:00,US,MBA Purchase IndexJAN/17,163.0,,,3.0
2025-01-22 07:00:00-05:00,US,MBA Mortgage ApplicationsJAN/17,0.1%,,,3.0
2025-01-22 07:00:00-05:00,US,MBA Mortgage Market IndexJAN/17,224.6,,,3.0
2025-01-22 08:30:00-05:00,CA,PPI MoMDEC,0.2%,0.6%,0.2%,3.0
2025-01-22 08:30:00-05:00,CA,Raw Materials Prices YoYDEC,9.1%,,3.8%,3.0
2025-01-22 08:30:00-05:00,CA,PPI YoYDEC,4.1%,,2.4%,3.0
2025-01-22 08:30:00-05:00,CA,Raw Materials Prices MoMDEC,1.3%,0.4%,0.4%,3.0
2025-01-22 08:55:00-05:00,US,Redbook YoYJAN/18,4.5%,,,3.0
2025-01-22 10:00:00-05:00,US,CB Leading Index MoMDEC,-0.1%,0%,0%,3.0
2025-01-22 10:15:00-05:00,EA,ECB President Lagarde Speech,,,,2.0
2025-01-22 11:30:00-05:00,US,17-Week Bill Auction,4.205%,,,3.0
2025-01-22 12:30:00-05:00,AR,Leading Indicator MoMDEC,2.45%,,-0.5%,3.0
2025-01-22 13:00:00-05:00,US,20-Year Bond Auction,4.900%,,,3.0
2025-01-22 14:00:00-05:00,AR,Retail Sales YoYNOV,134.8%,,115.0%,3.0
2025-01-22 16:00:00-05:00,KR,Business ConfidenceJAN,63,,60,2.0
2025-01-22 16:30:00-05:00,US,API Crude Oil Stock ChangeJAN/17,1M,,,2.0
2025-01-22 18:00:00-05:00,KR,GDP Growth Rate QoQ AdvQ4,0.1%,0.2%,0.2%,2.0
2025-01-22 18:00:00-05:00,KR,GDP Growth Rate YoY AdvQ4,1.2%,1.4%,1.3%,3.0
2025-01-22 18:50:00-05:00,JP,Stock Investment by ForeignersJAN/18,¥-66.1B,,,3.0
2025-01-22 18:50:00-05:00,JP,Imports YoYDEC,1.8%,2.6%,-3.8%,3.0
2025-01-22 18:50:00-05:00,JP,Balance of TradeDEC,¥130.9B,¥-55B,¥ 100B,1.0
2025-01-22 18:50:00-05:00,JP,Exports YoYDEC,2.8%,2.3%,4%,2.0
2025-01-22 18:50:00-05:00,JP,Foreign Bond InvestmentJAN/18,¥819.3B,,,3.0
2025-01-22 22:00:00-05:00,ID,M2 Money Supply YoYDEC,4.4%,,,3.0
2025-01-22 22:35:00-05:00,JP,3-Month Bill Auction,0.3657%,,,3.0
2025-01-23 00:00:00-05:00,SG,Inflation Rate YoYDEC,1.6%,1.5%,1.5%,3.0
2025-01-23 00:00:00-05:00,SG,Inflation Rate MoMDEC,0.30%,,0.3%,3.0
2025-01-23 00:00:00-05:00,KR,20-Year KTB Auction,2.770%,,,3.0
2025-01-23 00:00:00-05:00,SG,Core Inflation Rate YoYDEC,1.8%,1.7%,1.8%,3.0
2025-01-23 00:00:00-05:00,SG,1-Year T-Bill Auction,2.95%,,,3.0
2025-01-23 01:00:00-05:00,SA,ExportsNOV,SAR90.5B,,,3.0
2025-01-23 01:00:00-05:00,SA,Balance of TradeNOV,SAR16.9B,,SAR21.8B,3.0
2025-01-23 01:00:00-05:00,SA,ImportsNOV,SAR73.7B,,,3.0
2025-01-23 02:00:00-05:00,TR,Consumer ConfidenceJAN,81,,81.5,2.0
2025-01-23 02:45:00-05:00,FR,Business Climate IndicatorJAN,95,,93,3.0
2025-01-23 02:45:00-05:00,FR,Business ConfidenceJAN,95,96,96,2.0
2025-01-23 05:00:00-05:00,FR,5-Year OAT Auction,2.84%,,,3.0
2025-01-23 05:00:00-05:00,FR,4-Year OAT Auction,2.74%,,,3.0
2025-01-23 05:00:00-05:00,GB,4-Year Treasury Gilt Auction,4.384%,,,3.0
2025-01-23 05:00:00-05:00,FR,3-Year OAT Auction,2.51%,,,3.0
2025-01-23 06:00:00-05:00,FR,15-Year Index-Linked OAT Auction,1.38%,,,3.0
2025-01-23 06:00:00-05:00,FR,10-Year Index-Linked OAT Auction,1.14%,,,3.0
2025-01-23 06:00:00-05:00,TR,Overnight Borrowing RateJAN,43.5%,,43.5%,2.0
2025-01-23 06:00:00-05:00,TR,Overnight Lending RateJAN,46.5%,,46.5%,3.0
2025-01-23 06:00:00-05:00,GB,CBI Business Optimism IndexQ1,-47,,-30,2.0
2025-01-23 06:00:00-05:00,FR,28-Year Index-Linked OAT Auction,1.35%,,,3.0
2025-01-23 06:00:00-05:00,GB,CBI Industrial Trends OrdersJAN,-34,-34,-25,2.0
2025-01-23 06:00:00-05:00,TR,TCMB Interest Rate Decision,45%,45%,45%,2.0
2025-01-23 06:00:00-05:00,FR,14-Year OATi Auction,1.41%,,,3.0
2025-01-23 06:00:00-05:00,ZA,Building Permits YoYNOV,-2%,,23.0%,3.0
2025-01-23 06:30:00-05:00,TR,Foreign Exchange ReservesJAN/17,$96.79B,,,3.0
2025-01-23 07:00:00-05:00,MX,Mid-month Inflation Rate MoMJAN,0.2%,0.29%,0.3%,3.0
2025-01-23 07:00:00-05:00,MX,Mid-month Core Inflation Rate YoYJAN,3.72%,3.68%,3.6%,3.0
2025-01-23 07:00:00-05:00,MX,Mid-month Core Inflation Rate MoMJAN,0.28%,0.23%,0.2%,3.0
2025-01-23 07:00:00-05:00,MX,Mid-month Inflation Rate YoYJAN,3.69%,3.78%,4%,3.0
2025-01-23 08:30:00-05:00,CA,Retail Sales Ex Autos MoMNOV,-0.7%,0.1%,-0.1%,2.0
2025-01-23 08:30:00-05:00,US,Continuing Jobless ClaimsJAN/11,1899K,1860K,1861K,3.0
2025-01-23 08:30:00-05:00,CA,Retail Sales MoM PrelDEC,1.6%,,0.2%,2.0
2025-01-23 08:30:00-05:00,US,Initial Jobless ClaimsJAN/18,223K,220K,219K,2.0
2025-01-23 08:30:00-05:00,CA,Retail Sales MoM FinalNOV,0%,0.2%,0.1%,2.0
2025-01-23 08:30:00-05:00,CA,Retail Sales YoYNOV,1.6%,,1.6%,3.0
2025-01-23 08:30:00-05:00,US,Jobless Claims 4-week AverageJAN/18,213.5K,,213.0K,3.0
2025-01-23 09:30:00-05:00,AR,Consumer ConfidenceJAN,47.4,,46.2,3.0
2025-01-23 10:00:00-05:00,EA,Consumer Confidence FlashJAN,-14.2,-14.2,-14.7,2.0
2025-01-23 10:30:00-05:00,US,EIA Natural Gas Stocks ChangeJAN/17,-223Bcf,-244Bcf,,3.0
2025-01-23 11:00:00-05:00,US,Kansas Fed Composite IndexJAN,-5,,-7,3.0
2025-01-23 11:00:00-05:00,US,Kansas Fed Manufacturing IndexJAN,-9,,-9,3.0
2025-01-23 11:30:00-05:00,US,4-Week Bill Auction,4.265%,,,3.0
2025-01-23 11:30:00-05:00,US,8-Week Bill Auction,4.250%,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Distillate Stocks ChangeJAN/17,-3.07M,0.6M,,3.0
2025-01-23 12:00:00-05:00,CA,30-Year Bond Auction,3.503%,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Distillate Fuel Production ChangeJAN/17,-0.473M,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Gasoline Production ChangeJAN/17,-0.043M,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Cushing Crude Oil Stocks ChangeJAN/17,-0.148M,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Crude Oil Stocks ChangeJAN/17,-1.017M,-2.1M,,2.0
2025-01-23 12:00:00-05:00,US,EIA Gasoline Stocks ChangeJAN/17,2.332M,2.5M,,2.0
2025-01-23 12:00:00-05:00,US,15-Year Mortgage RateJAN/23,6.16%,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Heating Oil Stocks ChangeJAN/17,0.068M,,,3.0
2025-01-23 12:00:00-05:00,US,30-Year Mortgage RateJAN/23,6.96%,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Crude Oil Imports ChangeJAN/17,0.184M,,,3.0
2025-01-23 12:00:00-05:00,US,EIA Refinery Crude Runs ChangeJAN/17,-1.125M,,,3.0
2025-01-23 13:00:00-05:00,US,10-Year TIPS Auction,2.243%,,,3.0
2025-01-23 14:00:00-05:00,AR,Economic Activity YoYNOV,0.1%,-0.6%,-0.5%,3.0
2025-01-23 16:30:00-05:00,US,Fed Balance SheetJAN/22,$6.83T,,,3.0
2025-01-23 17:00:00-05:00,AU,S&P Global Australia Services PMI FlashJAN,50.4,,50.6,2.0
2025-01-23 17:00:00-05:00,AU,S&P Global Australia Composite PMI FlashJAN,50.3,,50.4,3.0
2025-01-23 17:00:00-05:00,AU,S&P Global Australia Manufacturing PMI FlashJAN,49.8,,48.3,2.0
2025-01-23 18:30:00-05:00,JP,Core Inflation Rate YoYDEC,3%,3%,2.9%,2.0
2025-01-23 18:30:00-05:00,JP,Inflation Rate Ex-Food and Energy YoYDEC,2.4%,,2.6%,3.0
2025-01-23 18:30:00-05:00,JP,Inflation Rate YoYDEC,3.6%,,3.2%,1.0
2025-01-23 18:30:00-05:00,JP,Inflation Rate MoMDEC,0.6%,,0.4%,3.0
2025-01-23 19:01:00-05:00,GB,Gfk Consumer ConfidenceJAN,-22,-18,-23,1.0
